Date,pairwise_strategy_returns,hml_strategy_returns,pairwise_cumulative_returns,hml_cumulative_returns
2012-05-31,0.03235286528003574,0.03860030477220127,1.279975222175926,1.194936822536142
2012-06-29,0.060959654363435006,0.050934488983707164,1.4189617236769663,1.3067348079435424
2012-07-31,-0.03613666451302359,-0.031200261969217772,1.3315485153986066,1.2347640776421906
2012-08-31,-0.0,-0.0,1.3315485153986066,1.2347640776421906
2012-09-28,-0.005913640247986164,-0.007857720997624945,1.3177605762578133,1.2172039250245636
2012-10-31,0.005355280068955082,0.0034377919599123193,1.3301728332764569,1.2248262108514991
2012-11-30,-0.015166702779337272,-0.004830588017738101,1.2948317944896663,1.2140789920158102
2012-12-31,0.0023605265138460785,-0.001118766693882731,1.300248805785376,1.2116019541819174
2013-01-31,0.02059954958247492,0.01387170659868539,1.3476328951121808,1.2422806476034078
2013-02-28,0.038770154289796306,0.032686248412326216,1.4386509846714812,1.3155723898611247
2013-03-29,-0.02793745992980709,-0.01942809650685085,1.3705212705044372,1.2705852260023036
2013-04-30,-0.059529467837254935,-0.04964705448548651,1.2294054007744148,1.1578573575730262
2013-05-31,-0.0,-0.0,1.2294054007744148,1.1578573575730262
2013-06-28,-0.03894809404224056,-0.023187510736090006,1.1425743095667742,1.1078220169273507
2013-07-31,-0.018351824324356253,-0.016861340749570474,1.103254162235726,1.072281311660492
2013-08-30,0.049778013173042784,0.04090047651381853,1.2079499756297527,1.1570386047780872
2013-09-30,-0.007919063933087028,-0.00100981156629033,1.1904650786116826,1.1548604022460474
2013-10-31,-0.013599347957027857,-0.014900705729640782,1.160676181819924,1.1227514615037237
2013-11-29,-0.0011390847295949247,-0.004183758356677687,1.1582149885756134,1.1138703823375078
2013-12-31,0.006698043075541921,-0.0027276643374090047,1.1726708055353732,1.1081044534817006
2014-01-31,0.016628913309768234,0.016615160723435954,1.208799960011285,1.14313094779809
2014-02-28,0.03727893627972853,0.03525270270320562,1.291141672975213,1.2186821059548554
2014-03-31,-0.010761678979059719,-0.008565130246287238,1.266485141795108,1.1996788047422453
2014-04-30,0.006369648783369555,0.006454948417339948,1.2809218561210685,1.2138776179615727
2014-05-30,0.02576695965287286,0.017432645211446787,1.3396942775590959,1.2524713610170597
